id,lat,lon,data_hora_gmt,satelite,municipio,estado,pais,municipio_id,estado_id,pais_id,numero_dias_sem_chuva,precipitacao,risco_fogo,bioma,frp
b060c1ed-6f1c-3e36-9ef4-b812cd0d3ea2, -22.911699, -43.706799,2023-05-05 00:04:38,METOP-B,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,,,,Mata Atlântica,
31e11051-cc37-3531-8acb-d8d98225d857, -22.908701, -43.688400,2023-05-05 00:04:38,METOP-B,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,,,,Mata Atlântica,
953e7907-eed8-38b2-b7e7-ad32bd834fbf, -10.231400, -49.557800,2023-05-05 00:06:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.37,0.0,Cerrado,79.0
5119cda4-885e-3763-9957-977982fa1f19, -11.571700, -52.576000,2023-05-05 00:06:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,75.3
a87f15b8-92c4-3cac-a916-6d0575c0f3d0, -11.571900, -52.555100,2023-05-05 00:06:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,70.1
62cef44f-a32f-3d30-985c-d9dd6bb939aa, -18.460800, -53.085500,2023-05-05 00:06:49,GOES-16,COSTA RICA,MATO GROSSO DO SUL,Brasil,5003256,50,33,8.0,0.0,0.1,Cerrado,61.3
e19ac1af-7a55-371f-aa36-4bd647f3eb17, -13.621100, -45.466801,2023-05-05 00:07:17,METOP-B,CORRENTINA,BAHIA,Brasil,2909307,29,33,,,,Cerrado,
76a2324c-4ea9-3b2d-9a3a-4bb016ff41d6, -13.624400, -45.484200,2023-05-05 00:07:17,METOP-B,CORRENTINA,BAHIA,Brasil,2909307,29,33,,,,Cerrado,
c7d80cf1-7a89-3e9a-866c-1bfdf4b40f34, -11.451600, -43.281200,2023-05-05 00:07:46,METOP-B,BARRA,BAHIA,Brasil,2902708,29,33,,,,Cerrado,
28f3bd26-e264-310e-8643-312bb36ac1cf, -11.454000, -43.292702,2023-05-05 00:07:46,METOP-B,BARRA,BAHIA,Brasil,2902708,29,33,,,,Cerrado,
490c549f-79e1-3a56-aded-c95c044cb3f1,  -9.478700, -36.996498,2023-05-05 00:07:56,METOP-B,MAJOR ISIDORO,ALAGOAS,Brasil,2704401,27,33,,,,Caatinga,
0dbb0951-59be-3598-b7c8-e73e3df7f918,  -9.480400, -37.003700,2023-05-05 00:07:56,METOP-B,MAJOR ISIDORO,ALAGOAS,Brasil,2704401,27,33,,,,Caatinga,
19ee3a23-984e-3515-a52d-01f665747ba6, -10.221800, -49.507801,2023-05-05 00:08:26,METOP-B,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
f7c689b4-729a-36bc-8255-888718612aea, -10.212200, -49.509701,2023-05-05 00:08:27,METOP-B,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
aa234700-bf30-337d-a31a-ed2b713caafa, -10.231400, -49.557800,2023-05-05 00:16:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.37,0.0,Cerrado,71.6
954020ef-885b-3450-9867-efcb5d31cedf, -11.179500, -48.187900,2023-05-05 00:16:09,GOES-16,SILVANÓPOLIS,TOCANTINS,Brasil,1720655,17,33,5.0,0.64,0.14,Cerrado,39.0
06b2c862-b5bf-3a21-a502-4b1716978725, -11.571700, -52.576000,2023-05-05 00:16:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,88.5
4a0189cb-80f0-39cb-9f35-dc3aaab70aaf, -11.571900, -52.555100,2023-05-05 00:16:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,79.2
67d46ca4-9eb0-3b97-bbee-76a24cd50e55, -13.624100, -45.491000,2023-05-05 00:16:22,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,11.0,0.0,0.68,Cerrado,45.6
5de447d0-f801-318a-817b-7bcb2070a5c7, -18.460800, -53.085500,2023-05-05 00:16:49,GOES-16,COSTA RICA,MATO GROSSO DO SUL,Brasil,5003256,50,33,8.0,0.0,0.1,Cerrado,59.1
f7e2aee3-72e1-300b-8790-d653bb44a800, -10.231400, -49.557800,2023-05-05 00:26:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.37,0.0,Cerrado,57.5
96b58c8c-a2b2-392b-9dd9-14d340702887, -11.571700, -52.576000,2023-05-05 00:26:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,87.8
7b392bd8-ed27-3329-a6e9-35158767a12e, -11.571900, -52.555100,2023-05-05 00:26:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,84.5
987cc664-1a2d-31af-a9d1-9b7265cabeb3, -13.624100, -45.491000,2023-05-05 00:26:22,GOES-16,CORRENTINA,BAHIA,Brasil,2909307,29,33,11.0,0.0,0.68,Cerrado,54.5
635713d4-e3b7-36c0-b3d8-2e97ab5c2617, -18.460800, -53.085500,2023-05-05 00:26:49,GOES-16,COSTA RICA,MATO GROSSO DO SUL,Brasil,5003256,50,33,8.0,0.0,0.1,Cerrado,58.3
ac2c341b-6b3b-3f78-ac22-9848901b24c6, -10.231400, -49.557800,2023-05-05 00:36:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.37,0.0,Cerrado,50.2
56106a70-f8b3-345c-99d4-10ac502e7ab6, -10.212500, -49.559800,2023-05-05 00:36:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.05,0.0,Cerrado,39.3
5ce302e7-3cde-3bed-b609-ec2970e8e420, -11.571700, -52.576000,2023-05-05 00:36:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,86.0
22f9a1be-5ece-3999-8181-6510d317e53f, -11.571900, -52.555100,2023-05-05 00:36:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,77.1
a1afbc6e-a324-3b7e-ad40-a16894ffffd1, -10.231400, -49.557800,2023-05-05 00:46:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.37,0.0,Cerrado,58.6
544b3750-7915-343c-a4af-560c8f5cf361, -11.571700, -52.576000,2023-05-05 00:46:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,70.5
88f9268a-eb0f-3f47-820c-93fc471b7bc5, -11.571900, -52.555100,2023-05-05 00:46:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,66.1
82bd271a-fa5d-3666-b9ec-f454ac6c5a6a, -10.231400, -49.557800,2023-05-05 00:56:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.37,0.0,Cerrado,71.7
11d39244-6367-339c-be1b-fa7a779d1a43, -11.571900, -52.555100,2023-05-05 00:56:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,60.6
158c6644-cab1-354e-bba4-701b10334137, -11.571700, -52.576000,2023-05-05 00:56:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,61.0
3dcbd0c4-e029-3abb-8622-5b7993b7f82a, -21.535000, -48.746601,2023-05-05 00:57:56,METOP-C,ITÁPOLIS,SÃO PAULO,Brasil,3522703,35,33,,,,Cerrado,
8e6d20c9-14f3-36b1-93ac-3186f8c7b1ec, -21.533400, -48.739201,2023-05-05 00:57:56,METOP-C,ITÁPOLIS,SÃO PAULO,Brasil,3522703,35,33,,,,Cerrado,
4cf85e7a-ea93-3861-9ec9-e044a89676fd, -18.457600, -53.089500,2023-05-05 00:59:01,METOP-C,COSTA RICA,MATO GROSSO DO SUL,Brasil,5003256,50,33,,,,Cerrado,
a16d917e-47fe-3662-824a-3fca138d232b, -18.459499, -53.098801,2023-05-05 00:59:01,METOP-C,COSTA RICA,MATO GROSSO DO SUL,Brasil,5003256,50,33,,,,Cerrado,
ded42c9d-7b8e-3a21-8a9f-40f8c1046265, -13.886800, -47.821098,2023-05-05 00:59:56,METOP-C,CAVALCANTE,GOIÁS,Brasil,5205307,52,33,,,,Cerrado,
f45bc908-9973-33c6-93c9-b6a45a2a98dd, -14.800300, -51.761501,2023-05-05 00:59:56,METOP-C,ARAGUAIANA,MATO GROSSO,Brasil,5101001,51,33,,,,Cerrado,
cdd3548b-eb1a-3979-84f9-4dc66a6fe3f1, -13.131100, -53.250401,2023-05-05 01:00:28,METOP-C,GAÚCHA DO NORTE,MATO GROSSO,Brasil,5103858,51,33,,,,Amazônia,
818ebcb8-8c5d-3622-ac07-450464d38d74, -13.140900, -53.248299,2023-05-05 01:00:28,METOP-C,GAÚCHA DO NORTE,MATO GROSSO,Brasil,5103858,51,33,,,,Amazônia,
25c17903-4fa2-37cc-b263-891af12d4068, -12.292000, -52.692001,2023-05-05 01:00:40,METOP-C,QUERÊNCIA,MATO GROSSO,Brasil,5107065,51,33,,,,Amazônia,
96adc773-06d0-3346-82e3-e3e1bddc9c91, -12.290300, -52.684502,2023-05-05 01:00:40,METOP-C,QUERÊNCIA,MATO GROSSO,Brasil,5107065,51,33,,,,Amazônia,
c4593491-5d23-3990-bcd5-61b3696e266c, -11.173400, -48.183701,2023-05-05 01:00:42,METOP-C,SILVANÓPOLIS,TOCANTINS,Brasil,1720655,17,33,,,,Cerrado,
93348e77-7763-37e1-9d69-9b68b6afbf41, -11.175300, -48.191700,2023-05-05 01:00:42,METOP-C,SILVANÓPOLIS,TOCANTINS,Brasil,1720655,17,33,,,,Cerrado,
dc4de763-ce8f-3dc7-9522-7ed8f629102f, -11.177200, -48.199699,2023-05-05 01:00:42,METOP-C,SILVANÓPOLIS,TOCANTINS,Brasil,1720655,17,33,,,,Cerrado,
8bfcdd37-5eb3-31c0-89c9-a2156b30ec5a, -12.004400, -52.505001,2023-05-05 01:00:44,METOP-C,QUERÊNCIA,MATO GROSSO,Brasil,5107065,51,33,,,,Amazônia,
47c5a4d5-96ce-36c9-8efb-4486f7b3882b, -12.006100, -52.512402,2023-05-05 01:00:44,METOP-C,QUERÊNCIA,MATO GROSSO,Brasil,5107065,51,33,,,,Amazônia,
08c3fdec-a645-3406-939c-3fea6314a834, -11.767900, -52.784599,2023-05-05 01:00:49,METOP-C,QUERÊNCIA,MATO GROSSO,Brasil,5107065,51,33,,,,Amazônia,
81c5c9f7-a583-3b85-8ea6-5f5a5e35b0b4, -11.759800, -52.794300,2023-05-05 01:00:49,METOP-C,QUERÊNCIA,MATO GROSSO,Brasil,5107065,51,33,,,,Amazônia,
e6fdafef-89d3-359d-b563-b57b0f9b27d8, -11.758100, -52.786701,2023-05-05 01:00:49,METOP-C,QUERÊNCIA,MATO GROSSO,Brasil,5107065,51,33,,,,Amazônia,
e6d476fd-6fa5-3945-b0ce-65c2432735e9, -12.137700, -54.884300,2023-05-05 01:00:50,METOP-C,FELIZ NATAL,MATO GROSSO,Brasil,5103700,51,33,,,,Amazônia,
1f0386e9-2b97-3c4c-9571-8130be888f62, -12.127900, -54.886398,2023-05-05 01:00:50,METOP-C,FELIZ NATAL,MATO GROSSO,Brasil,5103700,51,33,,,,Amazônia,
6414250f-22ce-3e8a-9986-8ee56882bb96, -12.139600, -54.893799,2023-05-05 01:00:50,METOP-C,FELIZ NATAL,MATO GROSSO,Brasil,5103700,51,33,,,,Amazônia,
6e5b96c6-adec-3625-a224-a01352ccc8e5, -11.575100, -52.561798,2023-05-05 01:00:51,METOP-C,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,,,,Amazônia,
de2cbcf1-f93b-3a6f-a87c-e4b451d27a0e, -11.573500, -52.554401,2023-05-05 01:00:51,METOP-C,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,,,,Amazônia,
b44b6205-0c0c-3dd6-844b-6c18155b4f62, -11.571900, -52.547001,2023-05-05 01:00:51,METOP-C,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,,,,Amazônia,
64617246-2ac8-362e-82d1-7dea3b0f55fd, -10.649100, -48.368099,2023-05-05 01:00:51,METOP-C,PORTO NACIONAL,TOCANTINS,Brasil,1718204,17,33,,,,Cerrado,
a7016b73-878b-3c69-9e21-dc3f3b390243, -11.578400, -52.576599,2023-05-05 01:00:51,METOP-C,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,,,,Amazônia,
e3119846-f96f-31bb-a6ec-cce506cd323b, -11.576700, -52.569199,2023-05-05 01:00:51,METOP-C,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,,,,Amazônia,
1568534e-ad54-3627-a225-26c2e54f974f, -12.389600, -57.288300,2023-05-05 01:00:54,METOP-C,NOVA MARINGÁ,MATO GROSSO,Brasil,5108907,51,33,,,,Amazônia,
d4b02394-e82a-3409-80c2-09d6c6089289, -12.386900, -57.274799,2023-05-05 01:00:54,METOP-C,NOVA MARINGÁ,MATO GROSSO,Brasil,5108907,51,33,,,,Amazônia,
5a5d9c11-77f3-3a58-87ff-9690e1b30308, -11.024000, -52.069500,2023-05-05 01:00:58,METOP-C,CANABRAVA DO NORTE,MATO GROSSO,Brasil,5102694,51,33,,,,Amazônia,
749cc577-5a1f-3184-899d-ab2fb8be1260, -11.538200, -54.423302,2023-05-05 01:00:58,METOP-C,UNIÃO DO SUL,MATO GROSSO,Brasil,5108303,51,33,,,,Amazônia,
0fac5cee-57a3-3eb0-ae68-5f85c79385ab, -11.612900, -54.725101,2023-05-05 01:00:58,METOP-C,CLÁUDIA,MATO GROSSO,Brasil,5103056,51,33,,,,Amazônia,
b03a8a54-2ef6-39d4-bd54-2899f5e6649c, -11.614800, -54.734200,2023-05-05 01:00:58,METOP-C,CLÁUDIA,MATO GROSSO,Brasil,5103056,51,33,,,,Amazônia,
88b86951-df74-317d-830d-a74f9cd7547c, -11.616800, -54.743301,2023-05-05 01:00:58,METOP-C,CLÁUDIA,MATO GROSSO,Brasil,5103056,51,33,,,,Amazônia,
0405a525-e460-3766-bf1f-3ce369a87cd6, -10.215800, -49.559700,2023-05-05 01:01:02,METOP-C,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
1bd0ce00-dfea-3c48-ae56-61cd0a7e5ea5, -10.217500, -49.567001,2023-05-05 01:01:02,METOP-C,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
71968230-3560-3d41-b931-514583c51bf6, -10.227200, -49.564800,2023-05-05 01:01:02,METOP-C,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
54194329-b6ef-3f94-a3eb-41e6a7cd8071, -10.225500, -49.557499,2023-05-05 01:01:02,METOP-C,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
a0ae092d-c8de-38f1-a4b1-bda7aba4a065, -10.223800, -49.550201,2023-05-05 01:01:02,METOP-C,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
f99e7f1e-9e2c-34d6-a88b-9a85980949f5, -10.235300, -49.555199,2023-05-05 01:01:02,METOP-C,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
f98f2904-91a7-3e4c-b37b-e3a7daeb5edc, -10.228900, -49.572102,2023-05-05 01:01:02,METOP-C,PIUM,TOCANTINS,Brasil,1717503,17,33,,,,Cerrado,
9dbab745-fcab-3cdf-95b1-731d19d89e52,   3.064300, -59.987000,2023-05-05 01:05:16,METOP-C,BONFIM,RORAIMA,Brasil,1400159,14,33,,,,Amazônia,
08ceafa2-307f-30d3-acba-456a5865dc1b,   3.067100, -59.975201,2023-05-05 01:05:16,METOP-C,BONFIM,RORAIMA,Brasil,1400159,14,33,,,,Amazônia,
50e7e6f7-93f8-34ec-89bf-b00e0d17ae49, -10.231400, -49.557800,2023-05-05 01:06:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.37,0.0,Cerrado,61.1
49b6e3c7-8d2a-3d24-b2b4-55c6fa1f6cd9, -11.571700, -52.576000,2023-05-05 01:06:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,71.0
1826db0f-cb01-3cec-8892-a3adc1512076, -11.571900, -52.555100,2023-05-05 01:06:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,64.2
274602ff-38f5-3607-8f96-ae17d8ba26b0, -15.819910, -42.528410,2023-05-05 01:09:00,TERRA_M-M,RIO PARDO DE MINAS,MINAS GERAIS,Brasil,3155603,31,33,3.0,0.0,0.39,Mata Atlântica,9.2
b70b70ef-a195-321f-b6ed-4b829fc88c5d, -16.792340, -46.228080,2023-05-05 01:09:00,TERRA_M-M,DOM BOSCO,MINAS GERAIS,Brasil,3122470,31,33,6.0,0.0,1.0,Cerrado,5.8
c2b04d17-01ff-3f35-9af6-9ca6db6afb24, -15.062130, -47.508020,2023-05-05 01:09:00,TERRA_M-M,FORMOSA,GOIÁS,Brasil,5208004,52,33,13.0,0.0,0.85,Cerrado,18.9
8fa3109c-e5c0-37ed-ae1e-1642b48c559f, -21.531330, -48.746910,2023-05-05 01:09:00,TERRA_M-M,ITÁPOLIS,SÃO PAULO,Brasil,3522703,35,33,7.0,0.0,0.51,Cerrado,14.5
9fef65c0-8435-303c-940b-bf174575b08e, -10.234160, -49.576150,2023-05-05 01:11:00,TERRA_M-M,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.16,0.0,Cerrado,7.9
53bf4f45-1fb0-38c3-9302-77e7cb2db7de, -10.641150, -48.373100,2023-05-05 01:11:00,TERRA_M-M,PORTO NACIONAL,TOCANTINS,Brasil,1718204,17,33,3.0,0.73,0.01,Cerrado,7.9
4f3b4168-a7ff-3af9-881b-fd8bb43220dd, -11.033530, -49.386250,2023-05-05 01:11:00,TERRA_M-M,SANTA RITA DO TOCANTINS,TOCANTINS,Brasil,1718899,17,33,4.0,17.8,0.0,Cerrado,7.5
c2bdce73-33a1-3bf9-9e6e-11c751fa2609, -11.179420, -48.200850,2023-05-05 01:11:00,TERRA_M-M,SILVANÓPOLIS,TOCANTINS,Brasil,1720655,17,33,5.0,0.54,0.05,Cerrado,26.0
a3648057-a828-3728-a0fd-af7083f9bda0, -11.578340, -52.567250,2023-05-05 01:11:00,TERRA_M-M,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,132.3
f0133228-fc6b-3447-8ad9-184939fe2cb6, -11.578930, -52.560520,2023-05-05 01:11:00,TERRA_M-M,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,105.2
cf04c306-da67-300c-8a14-6a064d6e1472, -11.581590, -52.594460,2023-05-05 01:11:00,TERRA_M-M,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.09,Amazônia,30.3
12fdb321-4637-32d0-85d7-23c6a081213e, -11.581980, -52.587740,2023-05-05 01:11:00,TERRA_M-M,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.07,Amazônia,73.3
2966a8c0-719f-3884-956a-8cd74645ce4a, -12.994070, -45.005600,2023-05-05 01:11:00,TERRA_M-M,SÃO DESIDÉRIO,BAHIA,Brasil,2928901,29,33,12.0,0.0,0.71,Cerrado,5.2
f1b5324f-6a28-38bb-9cac-4ff8bf4f9d14, -13.105660, -46.794600,2023-05-05 01:11:00,TERRA_M-M,MONTE ALEGRE DE GOIÁS,GOIÁS,Brasil,5213509,52,33,10.0,0.0,0.32,Cerrado,7.3
ec15be2a-7cf4-3e54-8fa8-a444488bc47f, -13.621280, -45.498250,2023-05-05 01:11:00,TERRA_M-M,CORRENTINA,BAHIA,Brasil,2909307,29,33,11.0,0.0,0.68,Cerrado,4.1
67d67390-d8d1-37c5-9bc1-a0d907674904, -13.622560, -45.507910,2023-05-05 01:11:00,TERRA_M-M,CORRENTINA,BAHIA,Brasil,2909307,29,33,11.0,0.0,0.68,Cerrado,11.6
8e8cb14b-5733-338b-80af-bc017ada5440, -13.627720, -43.614880,2023-05-05 01:11:00,TERRA_M-M,SERRA DO RAMALHO,BAHIA,Brasil,2930154,29,33,11.0,0.0,1.0,Cerrado,8.1
47faaf6d-846b-3762-a32b-4efef4d4a60e, -13.629150, -45.487260,2023-05-05 01:11:00,TERRA_M-M,CORRENTINA,BAHIA,Brasil,2909307,29,33,11.0,0.0,0.68,Cerrado,9.2
92ce18a0-6f0e-3050-b1f4-3640fdc82348, -13.630440, -45.496930,2023-05-05 01:11:00,TERRA_M-M,CORRENTINA,BAHIA,Brasil,2909307,29,33,11.0,0.0,0.68,Cerrado,40.6
56760870-8dec-39da-ab64-f2ddf8ea59bc, -13.631730, -45.506600,2023-05-05 01:11:00,TERRA_M-M,CORRENTINA,BAHIA,Brasil,2909307,29,33,10.0,0.0,0.68,Cerrado,14.1
73708ef2-041e-3715-87ae-df8d6349300d, -13.890160, -47.822840,2023-05-05 01:11:00,TERRA_M-M,CAVALCANTE,GOIÁS,Brasil,5205307,52,33,4.0,0.0,0.06,Cerrado,10.7
e6412a8b-e388-38a3-8872-2495ec3a4439,  -9.386130, -40.340590,2023-05-05 01:11:00,TERRA_M-M,JUAZEIRO,BAHIA,Brasil,2918407,29,33,3.0,0.0,1.0,Caatinga,7.8
4d01fb7e-b4f4-3ae2-bfad-402bcb43ec24, -11.035420, -49.401390,2023-05-05 01:11:00,TERRA_M-M,SANTA RITA DO TOCANTINS,TOCANTINS,Brasil,1718899,17,33,4.0,16.21,0.0,Cerrado,10.4
1f27b773-a7cc-34cb-b633-0f894013c307, -11.177800, -48.188410,2023-05-05 01:11:00,TERRA_M-M,SILVANÓPOLIS,TOCANTINS,Brasil,1720655,17,33,5.0,0.63,0.16,Cerrado,23.3
9c1ed38b-c3bb-3f8c-9c5d-0e4844851552, -10.042010, -47.767150,2023-05-05 01:11:00,TERRA_M-M,NOVO ACORDO,TOCANTINS,Brasil,1715101,17,33,3.0,0.0,0.01,Cerrado,7.4
06411ea4-6193-3867-b7fd-d6e6163191b8, -10.220960, -49.562580,2023-05-05 01:11:00,TERRA_M-M,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.13,0.0,Cerrado,31.1
c5655dde-b6ab-361b-8f05-b4e44c694a99, -10.222840, -49.577660,2023-05-05 01:11:00,TERRA_M-M,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.0,0.0,Cerrado,14.8
b46d7eee-cbf3-36a1-9b45-0764faed60f8, -10.232270, -49.561130,2023-05-05 01:11:00,TERRA_M-M,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.33,0.0,Cerrado,38.8
69856857-58ca-3896-a2cb-35306175e20c, -10.231400, -49.557800,2023-05-05 01:16:04,GOES-16,PIUM,TOCANTINS,Brasil,1717503,17,33,3.0,10.37,0.0,Cerrado,60.2
90ff9597-fed4-3e17-a7f8-aef0a0045ae8, -11.571700, -52.576000,2023-05-05 01:16:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,79.8
4455f6cb-095c-3f42-913d-fd8ab8e9b7d3, -11.571900, -52.555100,2023-05-05 01:16:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,73.3
f5411324-fb7a-3098-b160-c316e595f4ce, -11.571900, -52.555100,2023-05-05 01:26:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,74.0
3664d0a7-4067-3dc8-b809-1b8f02bcf66d, -11.571700, -52.576000,2023-05-05 01:26:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,72.8
2f90d5f7-7c63-3d6b-95e5-317e9cc11fd9, -11.571700, -52.576000,2023-05-05 01:36:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,74.6
85446002-68ef-3f73-948a-6de639c3d103, -11.571900, -52.555100,2023-05-05 01:36:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,74.5
29ad16e2-f55d-34da-ac9e-f057245b9aed,   4.315900, -60.797900,2023-05-05 01:44:41,GOES-16,PACARAIMA,RORAIMA,Brasil,1400456,14,33,6.0,0.0,0.0,Amazônia,52.8
db1a8eea-16fe-32d0-aa45-c449988234b3, -11.571700, -52.576000,2023-05-05 01:46:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.02,Amazônia,69.8
ff7d55dc-7bd0-38ce-9ed6-43dfac3b5e78, -11.571900, -52.555100,2023-05-05 01:46:11,GOES-16,SÃO FÉLIX DO ARAGUAIA,MATO GROSSO,Brasil,5107859,51,33,4.0,0.0,0.01,Amazônia,64.2
4e685744-f7bf-3148-a25b-8bcc38fa4040, -22.943165, -43.751041,2023-05-05 01:51:49,NOAA-18D,RIO DE JANEIRO,RIO DE JANEIRO,Brasil,3304557,33,33,5.0,0.0,0.13,Mata Atlântica,
71cfbc0d-ec1f-3efd-97c6-29d17f36dd64, -21.551523, -48.763515,2023-05-05 01:52:26,NOAA-18D,ITÁPOLIS,SÃO PAULO,Brasil,3522703,35,33,8.0,0.0,0.52,Cerrado,
d62116ed-e35f-30e3-820b-c76bfd16ec7c, -18.470697, -53.130787,2023-05-05 01:53:27,NOAA-18D,COSTA RICA,MATO GROSSO DO SUL,Brasil,5003256,50,33,8.0,0.0,0.22,Cerrado,
11fc98a5-a2c0-3d3b-90ec-1fc777bdbbeb, -18.460991, -53.132877,2023-05-05 01:53:27,NOAA-18D,COSTA RICA,MATO GROSSO DO SUL,Brasil,5003256,50,33,8.0,0.0,0.13,Cerrado,
179d2671-6250-397a-a1ca-406f8acb55c0, -15.080207, -47.518696,2023-05-05 01:54:09,NOAA-18D,FORMOSA,GOIÁS,Brasil,5208004,52,33,13.0,0.0,1.0,Cerrado,
8013a472-4b1b-3a12-804f-7c58545ee7fe, -15.081502, -47.526550,2023-05-05 01:54:09,NOAA-18D,FORMOSA,GOIÁS,Brasil,5208004,52,33,13.0,0.0,1.0,Cerrado,
e8639bf8-4a7e-34bb-b072-a6e1ce15b861, -13.919320, -45.320511,2023-05-05 01:54:22,NOAA-18D,JABORANDI,BAHIA,Brasil,2917359,29,33,14.0,0.0,0.87,Cerrado,
39e582df-8b0c-37ef-938e-e6ee70fa7058, -13.917612, -45.310753,2023-05-05 01:54:22,NOAA-18D,JABORANDI,BAHIA,Brasil,2917359,29,33,14.0,0.0,0.84,Cerrado,
